Statistical profiling result from isolate-0x3963e20-2320-v8.log, (293642 ticks, 59797 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     18   75.0%          LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:235:18
     18  100.0%            LazyCompile: *add /home/runner/dbdjs/node_modules/discord.js/src/managers/BaseManager.js:44:6
      5   20.8%          LazyCompile: *realpathSync fs.js:1568:22
      5  100.0%            LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:235:18
      1    4.2%          LazyCompile: ~afterWriteTick _stream_writable.js:475:24
      1  100.0%            LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
    969    3.6%    LazyCompile: *afterWrite _stream_writable.js:480:20
    969  100.0%      LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:235:18
    969  100.0%        LazyCompile: *add /home/runner/dbdjs/node_modules/discord.js/src/managers/BaseManager.js:44:6
    969  100.0%          LazyCompile: *processTimers internal/timers.js:482:25
    909    3.3%    LazyCompile: *Transform._read _stream_transform.js:186:37
    905   99.6%      LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
    653   72.2%        LazyCompile: *emit events.js:262:44
    649   99.4%          LazyCompile: *onwrite _stream_writable.js:431:17
    556   85.7%            LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/core/VolumeTransformer.js:57:13
     45    6.9%            LazyCompile: *afterTransform _stream_transform.js:82:24
     24    3.7%            LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:153:19
     20    3.1%            LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:235:18
    238   26.3%        LazyCompile: *afterWrite _stream_writable.js:480:20
    238  100.0%          LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:235:18
    238  100.0%            LazyCompile: *add /home/runner/dbdjs/node_modules/discord.js/src/managers/BaseManager.js:44:6
     14    1.5%        LazyCompile: ~emit events.js:262:44
     14  100.0%          LazyCompile: *onwrite _stream_writable.js:431:17
     13   92.9%            LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/core/VolumeTransformer.js:57:13
      1    7.1%            LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:153:19
    747    2.7%    LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
    717    2.6%    LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:235:18
    717  100.0%      LazyCompile: *add /home/runner/dbdjs/node_modules/discord.js/src/managers/BaseManager.js:44:6
    717  100.0%        LazyCompile: *processTimers internal/timers.js:482:25
    674    2.5%    LazyCompile: *onwrite _stream_writable.js:431:17
    453   67.2%      LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:153:19
    453  100.0%        /usr/local/bin/node
    453  100.0%          /usr/local/bin/node
    453  100.0%            LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
     67    9.9%      LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:235:18
     67  100.0%        LazyCompile: *add /home/runner/dbdjs/node_modules/discord.js/src/managers/BaseManager.js:44:6
     67  100.0%          LazyCompile: *processTimers internal/timers.js:482:25
     63    9.3%      LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/core/VolumeTransformer.js:57:13
     63  100.0%        LazyCompile: *Transform._read _stream_transform.js:186:37
     63  100.0%          LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
     62   98.4%            LazyCompile: *emit events.js:262:44
      1    1.6%            LazyCompile: ~emit events.js:262:44
     49    7.3%      LazyCompile: *Transform._read _stream_transform.js:186:37
     49  100.0%        LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
     47   95.9%          LazyCompile: *emit events.js:262:44
     47  100.0%            LazyCompile: *onwrite _stream_writable.js:431:17
      2    4.1%          LazyCompile: ~emit events.js:262:44
      2  100.0%            LazyCompile: *onwrite _stream_writable.js:431:17
     13    1.9%      LazyCompile: *add /home/runner/dbdjs/node_modules/discord.js/src/managers/BaseManager.js:44:6
     13  100.0%        LazyCompile: *processTimers internal/timers.js:482:25
      7    1.0%      LazyCompile: ~afterTransform _stream_transform.js:82:24
      6   85.7%        LazyCompile: ~_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:153:19
      6  100.0%          /usr/local/bin/node
      5   83.3%            /usr/local/bin/node
      1   16.7%            node::task_queue::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      1   14.3%        LazyCompile: ~_transform /home/runner/dbdjs/node_modules/prism-media/src/core/VolumeTransformer.js:57:13
      1  100.0%          LazyCompile: *Transform._read _stream_transform.js:186:37
      1  100.0%            LazyCompile: *Readable.read _stream_readable.js:378:35
    664    2.4%    v8::internal::Builtin_ArrayBufferConstructor(int, unsigned long*, v8::internal::Isolate*)
    424   63.9%      LazyCompile: *_encrypt /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:256:11
    204   48.1%        RegExp: ^screen|^xterm|^vt100|color|ansi|cygwin|linux
    204  100.0%          LazyCompile: *ondata _stream_readable.js:716:18
    204  100.0%            LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
    203   47.9%        LazyCompile: *_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
    203  100.0%          LazyCompile: *ondata _stream_readable.js:716:18
    203  100.0%            LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
     17    4.0%        LazyCompile: *_playChunk /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:251:13
     17  100.0%          LazyCompile: ~_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
     17  100.0%            LazyCompile: *ondata _stream_readable.js:716:18
    200   30.1%      RegExp: bytes=(\d+)-(\d+)?
    200  100.0%        LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:153:19
    200  100.0%          LazyCompile: *Transform._read _stream_transform.js:186:37
    198   99.0%            LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
      2    1.0%            LazyCompile: ~Readable.read _stream_readable.js:378:35
     23    3.5%      LazyCompile: *concat buffer.js:545:32
     11   47.8%        LazyCompile: *_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
     11  100.0%          LazyCompile: *ondata _stream_readable.js:716:18
     11  100.0%            LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
      9   39.1%        RegExp: ^screen|^xterm|^vt100|color|ansi|cygwin|linux
      9  100.0%          LazyCompile: *ondata _stream_readable.js:716:18
      9  100.0%            LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
      2    8.7%        LazyCompile: ~_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:153:19
      1   50.0%          LazyCompile: ~Transform._read _stream_transform.js:186:37
      1  100.0%            LazyCompile: *Readable.read _stream_readable.js:378:35
      1   50.0%          LazyCompile: *Transform._read _stream_transform.js:186:37
      1  100.0%            LazyCompile: *Readable.read _stream_readable.js:378:35
      1    4.3%        LazyCompile: ~_createPacket /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:271:16
      1  100.0%          LazyCompile: ~_playChunk /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:251:13
      1  100.0%            LazyCompile: ~_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
     11    1.7%      LazyCompile: *nacl.secretbox /home/runner/dbdjs/node_modules/tweetnacl/nacl-fast.js:2179:26
      9   81.8%        LazyCompile: ~_encrypt /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:256:11
      5   55.6%          RegExp: ^screen|^xterm|^vt100|color|ansi|cygwin|linux
      5  100.0%            LazyCompile: *ondata _stream_readable.js:716:18
      4   44.4%          LazyCompile: ~_createPacket /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:271:16
      4  100.0%            LazyCompile: ~_playChunk /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:251:13
      2   18.2%        LazyCompile: *_createPacket /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:271:16
      2  100.0%          LazyCompile: ~_playChunk /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:251:13
      2  100.0%            LazyCompile: ~_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
    561    2.1%    RegExp: bytes=(\d+)-(\d+)?
    558   99.5%      LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:153:19
    558  100.0%        LazyCompile: *Transform._read _stream_transform.js:186:37
    558  100.0%          LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
    525   94.1%            LazyCompile: *afterWrite _stream_writable.js:480:20
     33    5.9%            LazyCompile: *emit events.js:262:44
    541    2.0%    LazyCompile: *ondata _stream_readable.js:716:18
    538   99.4%      LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
    441   82.0%        LazyCompile: *afterWrite _stream_writable.js:480:20
    441  100.0%          LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:235:18
    441  100.0%            LazyCompile: *add /home/runner/dbdjs/node_modules/discord.js/src/managers/BaseManager.js:44:6
     95   17.7%        LazyCompile: *emit events.js:262:44
     93   97.9%          LazyCompile: *onwrite _stream_writable.js:431:17
     35   37.6%            LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:235:18
     27   29.0%            LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:153:19
     27   29.0%            LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/core/VolumeTransformer.js:57:13
      2    2.2%            LazyCompile: *afterTransform _stream_transform.js:82:24
      1    1.1%            LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/core/WebmBase.js:29:13
      1    1.1%            LazyCompile: *Transform._read _stream_transform.js:186:37
      2    2.1%          LazyCompile: ~afterWrite _stream_writable.js:480:20
      1   50.0%            LazyCompile: *realpathSync fs.js:1568:22
      1   50.0%            LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:235:18
    432    1.6%    v8::internal::Builtin_HandleApiCall(int, unsigned long*, v8::internal::Isolate*)
    397   91.9%      RegExp: \$eval
    394   99.2%        LazyCompile: *afterDns dgram.js:639:20
    394  100.0%          LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
      5    1.2%      LazyCompile: ~insert internal/timers.js:345:16
      5  100.0%        LazyCompile: ~setTimeout timers.js:133:20
      2   40.0%          RegExp: ^v0\.8\.
      2  100.0%            LazyCompile: *ondata _stream_readable.js:716:18
      2   40.0%          LazyCompile: ~_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
      2  100.0%            LazyCompile: *ondata _stream_readable.js:716:18
      1   20.0%          LazyCompile: ~_step /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:228:8
      1  100.0%            LazyCompile: ~_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
      5    1.2%      LazyCompile: ~doSend dgram.js:654:16
      5  100.0%        LazyCompile: ~defaultTriggerAsyncIdScope internal/async_hooks.js:355:36
      5  100.0%          LazyCompile: ~afterDns dgram.js:639:20
      5  100.0%            LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
    384    1.4%    LazyCompile: *poly1305 /home/runner/dbdjs/node_modules/tweetnacl/nacl-fast.js:467:24
    350   91.1%      LazyCompile: *crypto_onetimeauth /home/runner/dbdjs/node_modules/tweetnacl/nacl-fast.js:819:28
    350  100.0%        LazyCompile: *_encrypt /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:256:11
    198   56.6%          LazyCompile: *_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
    198  100.0%            LazyCompile: *ondata _stream_readable.js:716:18
    133   38.0%          RegExp: ^screen|^xterm|^vt100|color|ansi|cygwin|linux
    133  100.0%            LazyCompile: *ondata _stream_readable.js:716:18
     19    5.4%          LazyCompile: *_playChunk /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:251:13
     19  100.0%            LazyCompile: ~_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
     20    5.2%      LazyCompile: *_encrypt /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:256:11
     20  100.0%        RegExp: ^screen|^xterm|^vt100|color|ansi|cygwin|linux
     20  100.0%          LazyCompile: *ondata _stream_readable.js:716:18
     20  100.0%            LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
     14    3.6%      LazyCompile: *nacl.secretbox /home/runner/dbdjs/node_modules/tweetnacl/nacl-fast.js:2179:26
      7   50.0%        LazyCompile: ~_encrypt /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:256:11
      3   42.9%          RegExp: ^screen|^xterm|^vt100|color|ansi|cygwin|linux
      3  100.0%            LazyCompile: *ondata _stream_readable.js:716:18
      3   42.9%          LazyCompile: ~_createPacket /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:271:16
      3  100.0%            LazyCompile: ~_playChunk /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:251:13
      1   14.3%          LazyCompile: *_playChunk /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:251:13
      1  100.0%            LazyCompile: ~_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
      7   50.0%        LazyCompile: *_createPacket /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:271:16
      7  100.0%          LazyCompile: ~_playChunk /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:251:13
      7  100.0%            LazyCompile: ~_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
    371    1.4%    LazyCompile: *_encrypt /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:256:11
    203   54.7%      LazyCompile: *_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
    203  100.0%        LazyCompile: *ondata _stream_readable.js:716:18
    203  100.0%          LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
    203  100.0%            LazyCompile: *afterWrite _stream_writable.js:480:20
    157   42.3%      RegExp: ^screen|^xterm|^vt100|color|ansi|cygwin|linux
    157  100.0%        LazyCompile: *ondata _stream_readable.js:716:18
    157  100.0%          LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
    108   68.8%            LazyCompile: *afterWrite _stream_writable.js:480:20
     49   31.2%            LazyCompile: *emit events.js:262:44
     11    3.0%      LazyCompile: *_playChunk /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:251:13
     11  100.0%        LazyCompile: ~_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
     11  100.0%          LazyCompile: *ondata _stream_readable.js:716:18
     11  100.0%            LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
    369    1.4%    LazyCompile: *crypto_stream_xor /home/runner/dbdjs/node_modules/tweetnacl/nacl-fast.js:454:27
    369  100.0%      LazyCompile: *_encrypt /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:256:11
    209   56.6%        LazyCompile: *_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
    209  100.0%          LazyCompile: *ondata _stream_readable.js:716:18
    209  100.0%            LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
    146   39.6%        RegExp: ^screen|^xterm|^vt100|color|ansi|cygwin|linux
    146  100.0%          LazyCompile: *ondata _stream_readable.js:716:18
    146  100.0%            LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
     14    3.8%        LazyCompile: *_playChunk /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:251:13
     14  100.0%          LazyCompile: ~_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
     14  100.0%            LazyCompile: *ondata _stream_readable.js:716:18
    357    1.3%    LazyCompile: *add /home/runner/dbdjs/node_modules/discord.js/src/managers/BaseManager.js:44:6
    353   98.9%      LazyCompile: *processTimers internal/timers.js:482:25
      4    1.1%      LazyCompile: ~processTimers internal/timers.js:482:25
    340    1.2%    RegExp: \$replaceText
    333   97.9%      LazyCompile: *afterDns dgram.js:639:20
    333  100.0%        LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
      6    1.8%      LazyCompile: ~defaultTriggerAsyncIdScope internal/async_hooks.js:355:36
      6  100.0%        LazyCompile: ~afterDns dgram.js:639:20
      6  100.0%          LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
    315    1.2%    LazyCompile: *lookup dns.js:92:16
    315  100.0%      LazyCompile: *Socket.send dgram.js:554:33
    308   97.8%        LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/networking/VoiceUDPClient.js:77:24
    170   55.2%          LazyCompile: *_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
    170  100.0%            LazyCompile: *ondata _stream_readable.js:716:18
    138   44.8%          RegExp: ^win
    138  100.0%            LazyCompile: *ondata _stream_readable.js:716:18
      7    2.2%        LazyCompile: *_playChunk /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:251:13
      7  100.0%          LazyCompile: ~_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
      7  100.0%            LazyCompile: *ondata _stream_readable.js:716:18
    297    1.1%    v8::internal::Builtin_JsonParse(int, unsigned long*, v8::internal::Isolate*)
    256   86.2%      LazyCompile: ~exports.unpack /home/runner/dbdjs/node_modules/discord.js/src/WebSocket.js:28:18
    255   99.6%        LazyCompile: ~onMessage /home/runner/dbdjs/node_modules/discord.js/src/client/websocket/WebSocketShard.js:278:12
    255  100.0%          LazyCompile: ~onMessage /home/runner/dbdjs/node_modules/ws/lib/event-target.js:131:23
    230   90.2%            LazyCompile: *emit events.js:262:44
     25    9.8%            LazyCompile: ~emit events.js:262:44
     12    4.0%      LazyCompile: ~readPackage internal/modules/cjs/loader.js:231:21
     12  100.0%        LazyCompile: ~resolveExports internal/modules/cjs/loader.js:414:24
     12  100.0%          LazyCompile: ~Module._findPath internal/modules/cjs/loader.js:436:28
     12  100.0%            LazyCompile: ~Module._resolveFilename internal/modules/cjs/loader.js:731:35
     12    4.0%      LazyCompile: ~parseJSON /home/runner/dbdjs/node_modules/ytdl-core/lib/info.js:239:19
     12  100.0%        LazyCompile: ~findJSON /home/runner/dbdjs/node_modules/ytdl-core/lib/info.js:253:18
     12  100.0%          LazyCompile: ~getWatchHTMLPage /home/runner/dbdjs/node_modules/ytdl-core/lib/info.js:306:26
     12  100.0%            /usr/local/bin/node
      9    3.0%      LazyCompile: ~<anonymous> /home/runner/dbdjs/node_modules/node-fetch/lib/index.js:268:47
      8   88.9%        node::task_queue::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      8  100.0%          LazyCompile: ~processTicksAndRejections internal/process/task_queues.js:69:35
      1   11.1%        /usr/local/bin/node
      1  100.0%          LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
      7    2.4%      LazyCompile: ~Module._extensions..json internal/modules/cjs/loader.js:1032:39
      7  100.0%        LazyCompile: ~Module.load internal/modules/cjs/loader.js:851:33
      7  100.0%          LazyCompile: ~Module._load internal/modules/cjs/loader.js:648:24
      7  100.0%            LazyCompile: ~Module.require internal/modules/cjs/loader.js:879:36
    274    1.0%    LazyCompile: *setTimeout timers.js:133:20
    150   54.7%      LazyCompile: *_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
    150  100.0%        LazyCompile: *ondata _stream_readable.js:716:18
    150  100.0%          LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
    150  100.0%            LazyCompile: *afterWrite _stream_writable.js:480:20
    121   44.2%      RegExp: ^v0\.8\.
    121  100.0%        LazyCompile: *ondata _stream_readable.js:716:18
    121  100.0%          LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
    101   83.5%            LazyCompile: *afterWrite _stream_writable.js:480:20
     20   16.5%            LazyCompile: *emit events.js:262:44

  10669    3.6%  __libc_sendmsg
  10669  100.0%    RegExp: \$replaceText
  10496   98.4%      LazyCompile: *afterDns dgram.js:639:20
  10496  100.0%        LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
    140    1.3%      LazyCompile: ~defaultTriggerAsyncIdScope internal/async_hooks.js:355:36
    140  100.0%        LazyCompile: ~afterDns dgram.js:639:20
    140  100.0%          LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35

   3033    1.0%  /lib/x86_64-linux-gnu/libm-2.24.so
   2209   72.8%    LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:153:19
   2208  100.0%      LazyCompile: *Transform._read _stream_transform.js:186:37
   2188   99.1%        LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
   1958   89.5%          LazyCompile: *afterWrite _stream_writable.js:480:20
   1958  100.0%            LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:235:18
    230   10.5%          LazyCompile: *emit events.js:262:44
    193   83.9%            LazyCompile: *onwrite _stream_writable.js:431:17
     37   16.1%            LazyCompile: ~afterWrite _stream_writable.js:480:20
    811   26.7%    LazyCompile: *Transform._read _stream_transform.js:186:37
    811  100.0%      LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
    789   97.3%        LazyCompile: *emit events.js:262:44
    789  100.0%          LazyCompile: *onwrite _stream_writable.js:431:17
    724   91.8%            LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/core/VolumeTransformer.js:57:13
     65    8.2%            LazyCompile: *afterTransform _stream_transform.js:82:24
     22    2.7%        LazyCompile: ~emit events.js:262:44
     22  100.0%          LazyCompile: *onwrite _stream_writable.js:431:17
     22  100.0%            LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/core/VolumeTransformer.js:57:13

